target,priority_reason,reported_file,reported_line,reported_column,location_validity,source_region,example_case_uid,example_raw_artifact,example_raw_row_or_line,source_snippet,validation_status
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/block_context.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892524,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750120; kind=points_to_top; operand=_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:4:21,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892525,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750120; kind=points_to_top; operand=_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:4:21,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/nd_array.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892545,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750126; kind=points_to_top; operand=_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:259:2,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/aligned_block.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892551,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750128; kind=points_to_top; operand=_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:_Z12parse_tokensILb1EL9BlockType0E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:1058:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/lepton_codec.cc,0,,line_zero,project_source,yapall.lepton.O2g.001892573,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750131; kind=points_to_top; operand=_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:11:14,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/uncompressed_components.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892574,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750131; kind=points_to_top; operand=_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:11:14,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/lepton_codec.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892584,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750141; kind=points_to_top; operand=_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:_ZN11LeptonCodecI13VPXBoolReaderE11ThreadState17vp8_decode_threadEjP22UncompressedComponents:105:11,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/../util/nd_array.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892667,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750193; kind=points_to_top; operand=_ZN17ProbabilityTablesILb1EL9BlockType1EE20compute_lak_verticalERK13MBlockContextIK12AlignedBlockEj:_ZN17ProbabilityTablesILb1EL9BlockType1EE20compute_lak_verticalERK13MBlockContextIK12AlignedBlockEj:3:5,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/Allocator.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892954,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750262; kind=points_to_top; operand=_ZN8Sirikata13MemReadWriterD0Ev:_ZN8Sirikata13MemReadWriterD0Ev:1:9,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../io/BoundedMemWriter.hh,0,,line_zero,project_header,yapall.lepton.O2g.001892964,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750267; kind=points_to_top; operand=_Z29escape_0xff_huffman_and_writeIN8Sirikata16BoundedMemWriterEEvPT_PKhj:_Z29escape_0xff_huffman_and_writeIN8Sirikata16BoundedMemWriterEEvPT_PKhj:57:3,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../io/Allocator.hh,0,,line_zero,project_header,yapall.lepton.O2g.001893261,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750465; kind=points_to_top; operand=_ZN8Sirikata9MuxReaderD2Ev:_ZN8Sirikata9MuxReaderD2Ev:1:3,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/ZlibCompression.cc,0,,line_zero,project_source,yapall.lepton.O2g.001893452,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750546; kind=points_to_top; operand=_ZN8Sirikata28ZlibDecoderCompressionWriter5WriteEPKhj:_ZN8Sirikata28ZlibDecoderCompressionWriter5WriteEPKhj:13:5,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/encoder/boolwriter.hh,0,,line_zero,project_header,yapall.lepton.O2g.001893459,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750549; kind=points_to_top; operand=_ZN13VPXBoolWriter3putEbR6Branch7Billing:_ZN13VPXBoolWriter3putEbR6Branch7Billing:4:13,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/../util/aligned_block.hh,0,,line_zero,project_header,yapall.lepton.O2g.001893664,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750612; kind=points_to_top; operand=_ZNK22UncompressedComponents9at_nosyncE9BlockTypeii:_ZNK22UncompressedComponents9at_nosyncE9BlockTypeii:22:3,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/vp8_decoder.cc,0,,line_zero,project_source,yapall.lepton.O2g.001893705,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750647; kind=points_to_top; operand=_ZN39VP8ComponentDecoder_SendToVirtualThread4readERN8Sirikata9MuxReaderEh:_ZN39VP8ComponentDecoder_SendToVirtualThread4readERN8Sirikata9MuxReaderEh:6:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/../../io/MuxReader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001893706,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750647; kind=points_to_top; operand=_ZN39VP8ComponentDecoder_SendToVirtualThread4readERN8Sirikata9MuxReaderEh:_ZN39VP8ComponentDecoder_SendToVirtualThread4readERN8Sirikata9MuxReaderEh:6:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/generic_worker.cc,0,,line_zero,project_source,yapall.lepton.O2g.001893923,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750760; kind=points_to_top; operand=_ZN13GenericWorker15batch_recv_dataEv:_ZN13GenericWorker15batch_recv_dataEv:118:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/benchmark.cc,0,,line_zero,project_source,yapall.lepton.O2g.001894179,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750848; kind=points_to_top; operand=_Z15decode_in_placePhm:_Z15decode_in_placePhm:4:7,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/encoder/../../io/MuxReader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001894531,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=750989; kind=points_to_top; operand=_ZN8Sirikata9MuxWriter5WriteEhPKhj:_ZN8Sirikata9MuxWriter5WriteEhPKhj:207:38,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/uncompressed_components.cc,0,,line_zero,project_source,yapall.lepton.O2g.001895291,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=751304; kind=points_to_top; operand=_ZNK22UncompressedComponents26min_vertical_luma_multipleEv:_ZNK22UncompressedComponents26min_vertical_luma_multipleEv:1:6,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../io/MuxReader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001895558,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=751443; kind=points_to_top; operand=_ZN21ResizableBufferWriter5WriteEPKhj:_ZN21ResizableBufferWriter5WriteEPKhj:3:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/thread_handoff.cc,0,,line_zero,project_source,yapall.lepton.O2g.001897112,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=751926; kind=points_to_top; operand=_ZNK13ThreadHandoffmiERKS_:_ZNK13ThreadHandoffmiERKS_:2:12,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/recoder.hh,0,,line_zero,project_header,yapall.lepton.O2g.001897361,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752050; kind=points_to_top; operand=_Z20merge_jpeg_streamingP17MergeJpegProgressPKhjb:_Z20merge_jpeg_streamingP17MergeJpegProgressPKhjb:933:1,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/decoder/vpx_bool_reader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001897558,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752119; kind=points_to_top; operand=_ZN19VP8ComponentDecoderI13VPXBoolReaderE23initialize_bool_decoderEii:_ZN19VP8ComponentDecoderI13VPXBoolReaderE23initialize_bool_decoderEii:12:8,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/billing.hh,0,,line_zero,project_header,yapall.lepton.O2g.001898083,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752354; kind=points_to_top; operand=_Z10write_ujpgSt6vectorI13ThreadHandoffSaIS0_EEPS_IhN8Sirikata13JpegAllocatorIhEEE:_Z10write_ujpgSt6vectorI13ThreadHandoffSaIS0_EEPS_IhN8Sirikata13JpegAllocatorIhEEE:878:5,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/../util/block_based_image.hh,0,,line_zero,project_header,yapall.lepton.O2g.001898144,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752376; kind=points_to_top; operand=_ZN22UncompressedComponents5blockE9BlockTypei:_ZN22UncompressedComponents5blockE9BlockTypei:41:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/Zlib0.cc,0,,line_zero,project_source,yapall.lepton.O2g.001898337,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752464; kind=points_to_top; operand=_ZN8Sirikata11Zlib0Writer5WriteEPKhj:_ZN8Sirikata11Zlib0Writer5WriteEPKhj:39:2,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/main.cc,0,,line_zero,project_source,yapall.lepton.O2g.001898408,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752499; kind=points_to_top; operand=main:main:12:4,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/concat.cc,0,,line_zero,project_source,yapall.lepton.O2g.001898481,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752530; kind=points_to_top; operand=_Z17concatenate_filesii:_Z17concatenate_filesii:2:59,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/branch.hh,0,,line_zero,project_header,yapall.lepton.O2g.001898539,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752560; kind=points_to_top; operand=_Z25set_branch_range_identityP6BranchS0_:_Z25set_branch_range_identityP6BranchS0_:9:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/debug.cc,0,,line_zero,project_source,yapall.lepton.O2g.001898734,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752632; kind=points_to_top; operand=_ZN11LeptonDebug14getDebugHeightEi:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemReadWriter.hh,0,,line_zero,project_header,yapall.lepton.O2g.001898742,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752636; kind=points_to_top; operand=_ZThn8_N8Sirikata13MemReadWriterD1Ev:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/decoder/decoder.cc,0,,line_zero,project_source,yapall.lepton.O2g.001898779,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752641; kind=points_to_top; operand=_Z12parse_tokensILb0EL9BlockType2E13VPXBoolReaderEv13MBlockContextI12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:1,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/vp8_encoder.hh,0,,line_zero,project_header,yapall.lepton.O2g.001898828,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752645; kind=points_to_top; operand=_ZN19VP8ComponentDecoderI13VPXBoolReaderE15registerWorkersEP13GenericWorkerj:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/encoder/encoder.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899082,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752674; kind=points_to_top; operand=_Z16serialize_tokensILb1EL9BlockType0E13VPXBoolWriterEv13MBlockContextIK12AlignedBlockERT1_R17ProbabilityTablesIXT_EXT0_EER21ProbabilityTablesBase:1,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/simple_decoder.hh,0,,line_zero,project_header,yapall.lepton.O2g.001899133,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752678; kind=points_to_top; operand=_ZN22SimpleComponentDecoder15registerWorkersEP13GenericWorkerj:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemReadWriter.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899149,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752684; kind=points_to_top; operand=_ZN8Sirikata13MemReadWriter5WriteEPKhj:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/encoder/vpx_bool_writer.hh,0,,line_zero,project_header,yapall.lepton.O2g.001899219,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752697; kind=points_to_top; operand=_ZN13VPXBoolWriter3putEbR6Branch7Billing:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/Seccomp.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899463,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752721; kind=points_to_top; operand=_ZN8Sirikata26installStrictSyscallFilterEb:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/decoder/boolreader.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899468,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752722; kind=points_to_top; operand=_Z15vpx_reader_initP10vpx_readerP12PacketReader:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/BrotliCompression.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899556,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752738; kind=points_to_top; operand=_ZN8Sirikata19custom_bdeallocatorEPvS0_:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/simple_decoder.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899670,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752743; kind=points_to_top; operand=_ZN22SimpleComponentDecoder12decode_chunkEP22UncompressedComponents:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/vp8_decoder.hh,0,,line_zero,project_header,yapall.lepton.O2g.001899742,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752751; kind=points_to_top; operand=_ZN19VP8ComponentDecoderI13VPXBoolReaderE37map_logical_thread_to_physical_threadEii:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/base_coders.hh,0,,line_zero,project_header,yapall.lepton.O2g.001899756,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752756; kind=points_to_top; operand=_ZN19VP8ComponentDecoderI13VPXBoolReaderEC2Eb:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/generic_compress.cc,0,,line_zero,project_source,yapall.lepton.O2g.001899889,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752775; kind=points_to_top; operand=_ZN21ResizableBufferWriter5WriteEPKhj:0,,ok
