target,priority_reason,reported_file,reported_line,reported_column,location_validity,source_region,example_case_uid,example_raw_artifact,example_raw_row_or_line,source_snippet,validation_status
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/billing.cc,0,,line_zero,project_source,yapall.lepton.O2g.001900598,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752818; kind=points_to_top; operand=_Z10print_itemImEviPKcRKT_S4_:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/idct.cc,0,,line_zero,project_source,yapall.lepton.O2g.001900917,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752872; kind=points_to_top; operand=_Z4idctRK12AlignedBlockPKtPsb:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/simple_encoder.hh,0,,line_zero,project_header,yapall.lepton.O2g.001901417,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752901; kind=points_to_top; operand=_ZN22SimpleComponentEncoder15registerWorkersEP13GenericWorkerj:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/simple_encoder.cc,0,,line_zero,project_source,yapall.lepton.O2g.001901774,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752958; kind=points_to_top; operand=_ZN22SimpleComponentEncoderD2Ev:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/component_info.hh,0,,line_zero,project_header,yapall.lepton.O2g.001901839,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=752975; kind=points_to_top; operand=_ZNK13componentInfo23check_valid_value_rangeEv:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/ioutil.hh,0,,line_zero,project_header,yapall.lepton.O2g.001902601,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753057; kind=points_to_top; operand=_ZN6IOUtil14BindFdToReaderEijb:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/../../io/Reader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001902810,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753088; kind=points_to_top; operand=_ZN8Sirikata13DecoderWriterD2Ev:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/memory.hh,0,,line_zero,project_header,yapall.lepton.O2g.001903072,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753121; kind=points_to_top; operand=always_assert_outer:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/encoder/boolwriter.cc,0,,line_zero,project_source,yapall.lepton.O2g.001905068,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753302; kind=points_to_top; operand=vpx_stop_encode:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/util/../../io/Error.hh,0,,line_zero,project_header,yapall.lepton.O2g.001905923,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753397; kind=points_to_top; operand=_ZN16bounded_iostream6chkerrEv:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/fork_serve.cc,0,,line_zero,project_source,yapall.lepton.O2g.001906087,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=753412; kind=points_to_top; operand=_ZL13cleanup_pipesi:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MuxReader.hh,0,,line_zero,project_header,yapall.lepton.O2g.001914627,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=756878; kind=points_to_top; operand=_ZN6IOUtil16transfer_and_md5EN8Sirikata7Array1dIhLj2ENS0_13DontRoundPow2ENS0_10DirectTypeINS0_15ArrayBaseType1dIhLj2ES2_EEEEEEmmbiiiPmPNS0_9MuxReader19ResizableByteBufferEPSt6vectorIhSaIhEEb:_ZN6IOUtil16transfer_and_md5EN8Sirikata7Array1dIhLj2ENS0_13DontRoundPow2ENS0_10DirectTypeINS0_15ArrayBaseType1dIhLj2ES2_EEEEEEmmbiiiPmPNS0_9MuxReader19ResizableByteBufferEPSt6vectorIhSaIhEEb:419:9,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../vp8/util/memory.hh,0,,line_zero,project_header,yapall.lepton.O2g.001918254,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=757327; kind=points_to_top; operand=_ZNK22UncompressedComponents28allocate_channel_framebufferILb1EEEviP19BlockBasedImageBaseIXT_EEb:3,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/validation.cc,0,,line_zero,project_source,yapall.lepton.O2g.001920995,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=757591; kind=points_to_top; operand=_Z19validateAndCompressPiS_N8Sirikata7Array1dIhLj2ENS0_13DontRoundPow2ENS0_10DirectTypeINS0_15ArrayBaseType1dIhLj2ES2_EEEEEEmmmP8ExitCodePNS0_9MuxReader19ResizableByteBufferEiPPKcbbPSt6vectorIhSaIhEE:8,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../vp8/model/model.hh,0,,line_zero,project_header,yapall.lepton.O2g.001923194,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=758336; kind=points_to_top; operand=_ZN19VP8ComponentEncoderI13VPXBoolReaderE17process_row_rangeI13VPXBoolWriterEEvjPK22UncompressedComponentsiiPN8Sirikata9MuxReader19ResizableByteBufferEPT_PNS7_7Array1dISt6vectorI15NeighborSummarySaISF_EELj3ENS7_13DontRoundPow2ENS7_10DirectTypeINS7_15ArrayBaseType1dISH_Lj3ESI_EEEEEE:_ZN19VP8ComponentEncoderI13VPXBoolReaderE17process_row_rangeI13VPXBoolWriterEEvjPK22UncompressedComponentsiiPN8Sirikata9MuxReader19ResizableByteBufferEPT_PNS7_7Array1dISt6vectorI15NeighborSummarySaISF_EELj3ENS7_13DontRoundPow2ENS7_10DirectTypeINS7_15ArrayBaseType1dISH_Lj3ESI_EEEEEE:99:0,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../vp8/util/aligned_block.hh,0,,line_zero,project_header,yapall.lepton.O2g.001928134,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=760216; kind=points_to_top; operand=_ZN22SimpleComponentEncoder12encode_chunkEPK22UncompressedComponentsPN6IOUtil10FileWriterEPK13ThreadHandoffj:_ZN22SimpleComponentEncoder12encode_chunkEPK22UncompressedComponentsPN6IOUtil10FileWriterEPK13ThreadHandoffj:80:2,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/../io/MemReadWriter.hh,0,,line_zero,project_header,yapall.lepton.O2g.001929693,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=760885; kind=points_to_top; operand=_Z9read_ujpgv:_Z9read_ujpgv:122:2,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/lepton/thread_handoff.hh,0,,line_zero,project_header,yapall.lepton.O2g.001932093,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=761785; kind=points_to_top; operand=_Z22recode_physical_threadIN8Sirikata16BoundedMemWriterEEvPT_R25BlockBasedImagePerChannelILb1EEiRKSt6vectorI13ThreadHandoffSaIS8_EENS0_7Array1dIjLj3ENS0_13DontRoundPow2ENS0_10DirectTypeINS0_15ArrayBaseType1dIjLj3ESE_EEEEEESJ_iP10abitwriter:_Z22recode_physical_threadIN8Sirikata16BoundedMemWriterEEvPT_R25BlockBasedImagePerChannelILb1EEiRKSt6vectorI13ThreadHandoffSaIS8_EENS0_7Array1dIjLj3ENS0_13DontRoundPow2ENS0_10DirectTypeINS0_15ArrayBaseType1dIjLj3ESE_EEEEEESJ_iP10abitwriter:175:2,,ok
lepton,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/decoder/../model/numeric.hh,0,,line_zero,project_header,yapall.lepton.O2g.001933895,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/yapall/LLVM14-O2-g/run_20260427_yapall_docker_lepton_linked/log/CompilerOptimization_CompilerResult_lepton_LLVM14-O2-g_lepton_artifacts_lepton_O2_g_bc_subset_k0_default.log,line=762652; kind=points_to_top; operand=_Z16encode_block_seqP10abitwriterP9huffCodesS2_Ps:_Z16encode_block_seqP10abitwriterP9huffCodesS2_Ps:4:9,,ok
