artifact,exists,main_present,decision
/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/seahorn/seahorn-O2-g/result/run_20260322_150324_fixed_fullmatrix/artifact/redis-server_O2_g.smc.bc,0,0,invalid_input
/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/seahorn/seahorn-O2-g/result/run_20260322_150324_fixed_fullmatrix/artifact/redis-server_O2_g.ndc.bc,1,0,invalid_input
/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/seahorn/seahorn-O2-g/result/run_20260322_150324_fixed_fullmatrix/artifact/redis-server_O2_g.crab.bc,1,0,invalid_input
