file,has_O2,has_g,has_O3
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/proto-udp.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/proto-versioning.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/proto-vnc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/proto-x509.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/proto-zeroaccess.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-getif.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-getip.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-getip6.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-getmac.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-getroute.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock-pcapfile.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rawsock.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/read-service-probes.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/rte-ring.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/scripting-banner.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/scripting-masscan.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/scripting.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/smack1.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/smackqueue.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/stack-arpv4.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/masscan/LLVM13-O2-g/work/masscan-src/src/stack-if.c,1,1,0
