step,analysis_kind,analysis_mode,channel,warning,stderr
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %227 = insertvalue { i64, i64 } poison, i64 %226, 0, !dbg !29617",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %228 = insertvalue { i64, i64 } %227, i64 %221, 1, !dbg !29617",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"WARNING: Non-0 memset:   call void @llvm.memset.p0i8.i64(i8* noundef nonnull align 1 dereferenceable(9) %19, i8 127, i64 9, i1 false) #56, !dbg !29372",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %202 = insertvalue { i64, i64 } poison, i64 %201, 0, !dbg !29429",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %204 = insertvalue { i64, i64 } %202, i64 %203, 1, !dbg !29429",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"WARNING: Non-0 memset:   tail call void @llvm.memset.p0i8.i64(i8* align 1 %71, i8 %72, i64 %2, i1 false) #56, !dbg !29621",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"WARNING: Non-0 memset:   tail call void @llvm.memset.p0i8.i64(i8* align 1 %1, i8 %16, i64 %2, i1 false) #56, !dbg !29414",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"WARNING: Non-0 memset:   tail call void @llvm.memset.p0i8.i64(i8* align 1 %10, i8 %16, i64 %33, i1 false) #56, !dbg !29482",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"WARNING: Non-0 memset:   tail call void @llvm.memset.p0i8.i64(i8* align 1 %1, i8 %16, i64 %18, i1 false) #56, !dbg !29513",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %97 = insertvalue { i64, i64 } poison, i64 %96, 0, !dbg !29411",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %112 = insertvalue { i64, i64 } %97, i64 %111, 1, !dbg !29411",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"ShuffleVector instruction is not supported, loosing precision",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
pta_fi,PTA,fi,dot,"[pta] UNHANDLED:   %22 = insertvalue { i64, i64 } poison, i64 %21, 0, !dbg !29147",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/dg/dg-LLVM14-O2-g/high_precision_20260402_153121/log/pta_fi.dot.stderr.log
