mode,input_bc,track,step,dsa,result,exit_code,elapsed_sec,log_file
horn_smc_reg,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.smc.bc,reg,large,,error,3,0,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.smc.reg.log
horn_smc_ptr,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.smc.bc,ptr,large,sea-cs,error,3,0,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.smc.ptr.log
horn_smc_mem,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.smc.bc,mem,small,sea-cs,error,3,0,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.smc.mem.log
horn_ndc_reg,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.ndc.bc,reg,large,,sat,0,47,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.reg.log
horn_ndc_ptr,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.ndc.bc,ptr,large,sea-cs,error,247,171,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.ptr.log
horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.ndc.bc,mem,small,sea-cs,error,247,104,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.log
horn_crab_ptr,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/artifact/tengine.crab.bc,ptr,large,sea-cs,unsat,0,3,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.crab.ptr.log
