case_id,source_mode,file,line,column,message,bitcode_snippet,log_file
169,smc_typeon,Target/Tengine/examples/common/stb_image.h,5097,21,Possible read of undefined value at,"%87 = shufflevector <8 x i16> %86, <8 x i16> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !896",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
170,smc_typeon,Target/Tengine/examples/common/stb_image.h,5067,21,Possible read of undefined value at,"%98 = shufflevector <16 x i8> %97, <16 x i8> poison, <8 x i32> <i32 0, i32 2, i32 4, i32 6, i32 8, i32 10, i32 12, i32 14>, !dbg !896",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
171,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%513 = insertelement <4 x i32> poison, i32 %509, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
172,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%521 = insertelement <4 x i32> poison, i32 %517, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
173,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%529 = insertelement <4 x i32> poison, i32 %525, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
174,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%537 = insertelement <4 x i32> poison, i32 %533, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
175,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%569 = insertelement <4 x i32> poison, i32 %565, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
176,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%577 = insertelement <4 x i32> poison, i32 %573, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
177,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%585 = insertelement <4 x i32> poison, i32 %581, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
178,smc_typeon,Target/Tengine/examples/common/stb_image.h,3153,31,Possible read of undefined value at,"%593 = insertelement <4 x i32> poison, i32 %589, i64 0, !dbg !1373",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
179,smc_typeon,Target/Tengine/examples/common/stb_image.h,0,0,Possible read of undefined value at,"%623 = insertelement <2 x i32> poison, i32 %614, i64 0, !dbg !854",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
180,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,301,12,Possible read of undefined value at,"%17 = call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef nonnull %7, i32 undef, i32 undef, i32 noundef %2, i32 noundef %3, i32 noundef %4, i32 noundef 1, i8* noundef %5, i32 noundef 0, i32 noundef %12, i8* noundef getelementptr inbounds ([24 x i8], [24 x i8]* @.str.145, i64 0, i64 0), i32 noundef 66, i32 noundef 77, i32 noundef %16, i32 noundef 0, i32 noundef 0, i32 noundef 54, i32 noundef 40, i32 noundef %2, i32 noundef %3, i32 noundef 1, i32 noundef 24, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0) #31, !dbg !905",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
181,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,301,12,Possible read of undefined value at,"%17 = call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef nonnull %7, i32 undef, i32 undef, i32 noundef %2, i32 noundef %3, i32 noundef %4, i32 noundef 1, i8* noundef %5, i32 noundef 0, i32 noundef %12, i8* noundef getelementptr inbounds ([24 x i8], [24 x i8]* @.str.145, i64 0, i64 0), i32 noundef 66, i32 noundef 77, i32 noundef %16, i32 noundef 0, i32 noundef 0, i32 noundef 54, i32 noundef 40, i32 noundef %2, i32 noundef %3, i32 noundef 1, i32 noundef 24, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0) #31, !dbg !905",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
182,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,301,12,Possible read of undefined value at,"%20 = call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef nonnull %6, i32 undef, i32 undef, i32 noundef %1, i32 noundef %2, i32 noundef %3, i32 noundef 1, i8* noundef %4, i32 noundef 0, i32 noundef %15, i8* noundef getelementptr inbounds ([24 x i8], [24 x i8]* @.str.145, i64 0, i64 0), i32 noundef 66, i32 noundef 77, i32 noundef %19, i32 noundef 0, i32 noundef 0, i32 noundef 54, i32 noundef 40, i32 noundef %1, i32 noundef %2, i32 noundef 1, i32 noundef 24, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0) #31, !dbg !919",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
183,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,301,12,Possible read of undefined value at,"%20 = call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef nonnull %6, i32 undef, i32 undef, i32 noundef %1, i32 noundef %2, i32 noundef %3, i32 noundef 1, i8* noundef %4, i32 noundef 0, i32 noundef %15, i8* noundef getelementptr inbounds ([24 x i8], [24 x i8]* @.str.145, i64 0, i64 0), i32 noundef 66, i32 noundef 77, i32 noundef %19, i32 noundef 0, i32 noundef 0, i32 noundef 54, i32 noundef 40, i32 noundef %1, i32 noundef %2, i32 noundef 1, i32 noundef 24, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0) #31, !dbg !919",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
184,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,341,16,Possible read of undefined value at,"%25 = tail call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef %0, i32 undef, i32 undef, i32 noundef %1, i32 noundef %2, i32 noundef %3, i32 noundef 0, i8* noundef %4, i32 noundef %11, i32 noundef 0, i8* noundef getelementptr inbounds ([16 x i8], [16 x i8]* @.str.146, i64 0, i64 0), i32 noundef 0, i32 noundef 0, i32 noundef %15, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef %1, i32 noundef %2, i32 noundef %23, i32 noundef %24), !dbg !911",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
185,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,341,16,Possible read of undefined value at,"%25 = tail call i32 (%struct.stbi__write_context*, i32, i32, i32, i32, i32, i32, i8*, i32, i32, i8*, ...) @stbiw__outfile(%struct.stbi__write_context* noundef %0, i32 undef, i32 undef, i32 noundef %1, i32 noundef %2, i32 noundef %3, i32 noundef 0, i8* noundef %4, i32 noundef %11, i32 noundef 0, i8* noundef getelementptr inbounds ([16 x i8], [16 x i8]* @.str.146, i64 0, i64 0), i32 noundef 0, i32 noundef 0, i32 noundef %15, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef %1, i32 noundef %2, i32 noundef %23, i32 noundef %24), !dbg !911",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
186,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,349,9,Possible read of undefined value at,"tail call void (%struct.stbi__write_context*, i8*, ...) @stbiw__writef(%struct.stbi__write_context* noundef %0, i8* undef, i32 noundef 0, i32 noundef 0, i32 noundef %27, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef 0, i32 noundef %1, i32 noundef %2, i32 noundef %29, i32 noundef %30), !dbg !917",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
187,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1408,9,Possible read of undefined value at,"%90 = insertelement <8 x float> poison, float %89, i64 0, !dbg !899",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
188,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1408,9,Possible read of undefined value at,"%91 = shufflevector <8 x float> %90, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !899",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
189,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1408,32,Possible read of undefined value at,"%140 = insertelement <8 x i8> poison, i8 %132, i64 0, !dbg !906",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
190,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1408,32,Possible read of undefined value at,"%170 = insertelement <8 x i8> poison, i8 %162, i64 0, !dbg !906",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
191,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,27,Possible read of undefined value at,"%70 = insertelement <4 x float> poison, float %66, i64 0, !dbg !958",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
192,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,38,Possible read of undefined value at,"%78 = insertelement <4 x float> poison, float %74, i64 0, !dbg !959",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
193,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,49,Possible read of undefined value at,"%86 = insertelement <4 x float> poison, float %82, i64 0, !dbg !960",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
194,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,60,Possible read of undefined value at,"%94 = insertelement <4 x float> poison, float %90, i64 0, !dbg !961",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
195,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,71,Possible read of undefined value at,"%102 = insertelement <4 x float> poison, float %98, i64 0, !dbg !962",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
196,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,82,Possible read of undefined value at,"%110 = insertelement <4 x float> poison, float %106, i64 0, !dbg !963",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
197,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,93,Possible read of undefined value at,"%118 = insertelement <4 x float> poison, float %114, i64 0, !dbg !964",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
198,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,27,Possible read of undefined value at,"%206 = insertelement <4 x float> poison, float %202, i64 0, !dbg !958",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
199,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,38,Possible read of undefined value at,"%214 = insertelement <4 x float> poison, float %210, i64 0, !dbg !959",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
200,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,49,Possible read of undefined value at,"%222 = insertelement <4 x float> poison, float %218, i64 0, !dbg !960",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
201,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,60,Possible read of undefined value at,"%230 = insertelement <4 x float> poison, float %226, i64 0, !dbg !961",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
202,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,71,Possible read of undefined value at,"%238 = insertelement <4 x float> poison, float %234, i64 0, !dbg !962",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
203,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,82,Possible read of undefined value at,"%246 = insertelement <4 x float> poison, float %242, i64 0, !dbg !963",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
204,smc_typeon,Target/Tengine/examples/common/stb_image_write.h,1192,93,Possible read of undefined value at,"%254 = insertelement <4 x float> poison, float %250, i64 0, !dbg !964",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
205,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%240 = insertelement <8 x float> poison, float %237, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
206,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%241 = shufflevector <8 x float> %240, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
207,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%242 = insertelement <8 x float> poison, float %237, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
208,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%243 = shufflevector <8 x float> %242, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
209,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%244 = insertelement <8 x float> poison, float %237, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
210,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%245 = shufflevector <8 x float> %244, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
211,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%246 = insertelement <8 x float> poison, float %237, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
212,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%247 = shufflevector <8 x float> %246, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
213,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%248 = insertelement <8 x float> poison, float %238, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
214,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%249 = shufflevector <8 x float> %248, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
215,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%250 = insertelement <8 x float> poison, float %238, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
216,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%251 = shufflevector <8 x float> %250, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
217,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%252 = insertelement <8 x float> poison, float %238, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
218,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%253 = shufflevector <8 x float> %252, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
219,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%254 = insertelement <8 x float> poison, float %238, i64 0, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
220,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,107,13,Possible read of undefined value at,"%255 = shufflevector <8 x float> %254, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !1100",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
221,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%60 = insertelement <16 x float> poison, float %10, i64 0, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
222,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%61 = shufflevector <16 x float> %60, <16 x float> poison, <16 x i32> zeroinitializer, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
223,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%62 = insertelement <16 x i32> poison, i32 %32, i64 0, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
224,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%63 = shufflevector <16 x i32> %62, <16 x i32> poison, <16 x i32> zeroinitializer, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
225,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%64 = insertelement <16 x i32> poison, i32 %33, i64 0, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
226,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,882,5,Possible read of undefined value at,"%65 = shufflevector <16 x i32> %64, <16 x i32> poison, <16 x i32> zeroinitializer, !dbg !935",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
227,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%137 = insertelement <16 x float> poison, float %13, i64 0, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
228,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%138 = shufflevector <16 x float> %137, <16 x float> poison, <16 x i32> zeroinitializer, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
229,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%139 = insertelement <16 x i32> poison, i32 %104, i64 0, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
230,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%140 = shufflevector <16 x i32> %139, <16 x i32> poison, <16 x i32> zeroinitializer, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
231,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%141 = insertelement <16 x i32> poison, i32 %105, i64 0, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
232,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,902,5,Possible read of undefined value at,"%142 = shufflevector <16 x i32> %141, <16 x i32> poison, <16 x i32> zeroinitializer, !dbg !975",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
233,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,966,13,Possible read of undefined value at,"%279 = insertelement <4 x i32> poison, i32 %273, i64 0, !dbg !1043",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
234,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,966,13,Possible read of undefined value at,"%280 = shufflevector <4 x i32> %279, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !1043",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
235,smc_typeon,Target/Tengine/examples/common/tengine_operations.c,966,13,Possible read of undefined value at,"%281 = insertelement <4 x i32> poison, i32 %273, i64 0, !dbg !1043",/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
