study_id,repo,tool,priority_reason,case_kind,p0_rows_at_location,reported_file,reported_line,reported_column,location_validity,source_region,mode,example_case_uid,run_dir,input_bc,input_ll,raw_artifact,raw_row_or_line,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,evidence_files,notes
cs-p0-0001,libsndfile,cclyzer++,ColumnOutOfRange,LocationInvalid,1,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,193,30,column_out_of_range,project_source,phi_instr,cclyzerpp.libsndfile.O2g.014160,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:4493:fabfbb94c97292e99b8ecac0ae696cb2cc96fe67,<llvm-link>:sfe_apply_metadata_changes,<llvm-link>:sfe_apply_metadata_changes:271,,"store i32 %209, i32* %210, align 4, !dbg !87358, !tbaa !33187",   191: 						if (lead_char != '0' && left_align == SF_FALSE)\n   192: 							width_specifier -- ;\n>> 193: \n   194: 						u = - ((unsigned) d) ;\n   195: 						},Wanted-PhiMergeLocationDrift; phi_instr; ColumnOutOfRange; phi_incoming_count=3,Mem2Reg_or_Phi-node_merge_or_CFG_simplification,medium,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015560.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015560.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015560.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=ColumnOutOfRange; phenomenon=Wanted-PhiMergeLocationDrift
cs-p0-0002,libsndfile,cclyzer++,ColumnOutOfRange,LocationInvalid,1,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,289,22,column_out_of_range,project_source,phi_instr,cclyzerpp.libsndfile.O2g.014162,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:4495:bc1d95214ca140dac45d768c9b0ab843b978b625,<llvm-link>:sfe_apply_metadata_changes,<llvm-link>:sfe_apply_metadata_changes:367,,"%291 = select i1 %289, i1 true, i1 %290, !dbg !87444",					{	tens *= 10 ;,Wanted-PhiMergeLocationDrift; phi_instr; ColumnOutOfRange; phi_incoming_count=2,Mem2Reg_or_Phi-node_merge_or_CFG_simplification,medium,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015562.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015562.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_015562.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=ColumnOutOfRange; phenomenon=Wanted-PhiMergeLocationDrift
cs-p0-0003,libsndfile,cclyzer++,ColumnOutOfRange,LocationInvalid,1,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,389,48,column_out_of_range,project_source,subset.var_points_to,cclyzerpp.libsndfile.O2g.000039,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:84606:3335875863da19800157982f224900a31eb3db07,<llvm-link>:sfe_dump_format_map,<llvm-link>:sfe_dump_format_map:16,389,"%11 = load i8*, i8** %10, align 16, !dbg !87536, !tbaa !87493",		} /* while */,Wanted-AliasCollapseWithBadLocation; subset.var_points_to; ColumnOutOfRange; points_to_count=108,SROA_or_Mem2Reg_or_Phi-node_merge_or_GVN,medium,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011249.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011249.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011249.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=ColumnOutOfRange; phenomenon=Wanted-AliasCollapseWithBadLocation
cs-p0-0004,libsndfile,cclyzer++,LineZero,LocationInvalid,47,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/programs/sndfile-convert.c,0,,line_zero,project_source,subset.callgraph.callgraph_edge,cclyzerpp.libsndfile.O2g.010453,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:8963:66e4d440a7b97d4681697c938281ce8f9df55abc,<llvm-link>:main,<llvm-link>:main:5,0,"call void @llvm.dbg.value(metadata i32 %0, metadata !86559, metadata !DIExpression()), !dbg !86589",,Wanted-LineColumnMissing; subset.callgraph.callgraph_edge; NoDebugLoc; callgraph_callee_count=1,debug_location_loss_or_optimized_IR,high,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_008913.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_008913.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_008913.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=NoDebugLoc; phenomenon=Wanted-LineColumnMissing
cs-p0-0005,libsndfile,cclyzer++,LineZero,LocationInvalid,58,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/ALACBitUtilities.c,0,,line_zero,project_source,subset.var_points_to,cclyzerpp.libsndfile.O2g.000138,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:78671:2e1339098901111493337732270a76832d922e53,<llvm-link>:BitBufferByteAlign,<llvm-link>:BitBufferByteAlign:34,0,"%21 = load i8*, i8** %20, align 8, !dbg !81296, !tbaa !81083",,Wanted-AliasCollapseWithBadLocation; subset.var_points_to; NoDebugLoc; points_to_count=16,SROA_or_Mem2Reg_or_Phi-node_merge_or_GVN,medium,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011348.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011348.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_011348.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=NoDebugLoc; phenomenon=Wanted-AliasCollapseWithBadLocation
cs-p0-0006,libsndfile,cclyzer++,LineZero,LocationInvalid,254,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/ag_dec.c,0,,line_zero,project_source,subset.callgraph.callgraph_edge,cclyzerpp.libsndfile.O2g.008116,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/ir/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:6626:b08faffa4566b39a9e4e80302d725952c8ad2144,<llvm-link>:set_standard_ag_params,<llvm-link>:set_standard_ag_params:0,0,"call void @llvm.dbg.value(metadata %struct.AGParamRec* %0, metadata !81422, metadata !DIExpression()), !dbg !81425",,Wanted-LineColumnMissing; subset.callgraph.callgraph_edge; NoDebugLoc; callgraph_callee_count=1,debug_location_loss_or_optimized_IR,high,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_006576.source.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_006576.ir.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/snippets/cclyzerpp_libsndfile_O2g_006576.row.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/relations;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/commands/command.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/status/run_status.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/log/cclyzerpp.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/report/final_report.md;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/analysis_manifest.json;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/inventory/relation_row_counts.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/index/ir_instruction_index.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/map/native_fact_source_map.tsv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/report/final_native_output_analysis.md,source_exists=1; original_priority=P0; mapping_status=NoDebugLoc; phenomenon=Wanted-LineColumnMissing
