case_id,phase,check,integer_encoding,unroll,verifier,time_limit,outer_timeout,status,rc,stdout_log,stderr_log,key_line
"translate_only","translate","none",10,boogie,1800,2000,"translation failure",1,"log/stdout/translate_only.out","log/stderr/translate_only.err","/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/smack/smack-O2-g/log/stderr/translate_only.err:Traceback (most recent call last): "
